name,ssn,department,salary,gender,country,additional_languages
Jennifer Roberts,005-60-5921,Legal,60822,Female,India,
Michael Miller,189-99-2322,Operations,98343,Female,South Korea,Chinese
Ian Wright,102-13-0063,Sales,77746,Male,China,"Arabic, Spanish"
Darlene Wang,553-92-5112,Product,97953,Female,India,French
Jordan Love,517-14-3308,Product,101538,Female,India,"Spanish, Arabic"
Carol Webb,663-48-5599,Sales,75782,Female,India,"Hindi, Chinese"
Lisa Gordon,749-74-2792,Human Resource,43299,Female,China,"Spanish, Chinese"
Regina Bowen,759-62-3605,Human Resource,69308,Female,China,German
Teresa Dixon MD,110-16-1192,Administrative,37373,Female,China,
Joshua King,362-53-7212,Human Resource,60484,Female,India,French
Roger Watts,335-03-9142,Human Resource,61118,Male,India,"Chinese, Hindi"
Suzanne Brown,644-18-6323,IT,104860,Female,India,"German, Spanish"
Dawn Beasley,812-73-2195,Operations,41871,Female,India,Spanish
Alexis Clark,818-76-9858,Administrative,36150,Female,India,"Chinese, German"
Wendy Petty,555-79-4470,Administrative,40987,Male,India,
Tyler Gardner,558-47-8658,Administrative,66593,Female,India,"German, Chinese"
Justin Wilson,351-07-5407,Product,79907,Female,India,"Hindi, Chinese"
John Schaefer,122-62-8351,Product,110129,Male,India,Arabic
Jessica Contreras,098-88-5650,Sales,88188,Female,China,"German, Arabic"
Andrew Davis,073-95-3688,Operations,84414,Female,India,"Chinese, Spanish"
Louis Buchanan,767-69-5518,Product,109970,Male,China,
Connor Holland,311-20-9705,Marketing,92053,Female,India,German
Stephanie Robinson,338-11-0854,Sales,41963,Female,India,
Barry Valdez,422-10-8585,Product,93726,Male,China,
Joshua Marsh,331-73-8697,Sales,102201,Female,India,"Chinese, German"
Mrs. Shannon Smith MD,547-60-0707,Product,99244,Female,India,"Hindi, French"
Kelli Harris,034-70-2023,Operations,73670,Female,India,Hindi
Jeanette Harris,715-07-3433,Administrative,54190,Female,India,
Michele Maddox,077-81-6741,IT,67991,Female,India,French
Dr. Heather Charles,031-36-4833,Operations,75273,Female,India,"French, German"
William Dalton DVM,133-32-5928,Sales,64568,Female,India,
Bethany Moran,704-65-7283,Operations,73391,Female,India,Hindi
Jeremy Cruz,170-36-2011,IT,108541,Female,India,
Michael West,551-73-8109,Marketing,80310,Male,India,"Hindi, Spanish"
Rachel White,490-26-7422,Sales,109199,Male,India,
Charles Smith,625-77-6258,Operations,76481,Female,India,"Arabic, Chinese"
Adam Galvan,581-23-9546,Sales,64841,Male,India,"French, German"
Christopher Pineda,204-57-4734,Operations,62124,Female,India,"French, Chinese"
Wendy Lopez,553-99-7093,Administrative,46577,Female,India,
Jonathan Jacobson,823-71-0029,Operations,50364,Female,India,
Deanna Daniels,842-76-1011,Administrative,65919,Female,China,Hindi
Gerald Lowe,509-08-7598,Legal,109217,Female,India,"German, Spanish"
Andrew Hatfield,812-37-1906,Administrative,65524,Female,China,
Heather Parks DDS,826-99-0480,IT,111303,Female,India,Spanish
Corey Aguirre,559-05-8568,Operations,84676,Male,India,German
Rebecca Williams,766-32-6463,Legal,109279,Female,India,"Spanish, German"
Dan Duncan,149-51-8755,Operations,94031,Female,India,Chinese
David Jimenez,564-50-6267,Product,116349,Male,India,"German, Arabic"
Kelly Lewis,750-67-2910,Operations,50204,Male,China,
Preston Martin,749-22-7143,Administrative,51134,Female,India,Arabic
Stacey Wilson,778-13-7565,Operations,76855,Female,India,French
Kara Lewis,388-21-8170,Finance,79480,Female,India,
Lindsey Rodriguez,750-15-7771,Human Resource,65798,Male,India,Hindi
Laura Lopez,399-07-5524,Sales,60361,Male,India,
William Carroll,213-15-4660,Operations,71453,Male,India,"Spanish, German"
Donald Perkins,755-75-4738,Marketing,105333,Male,India,Spanish
Donald Jackson,020-49-7928,Legal,137762,Female,India,
Elizabeth Ramos,452-33-3449,Operations,93819,Female,India,
Samantha Johnson,423-88-3980,Administrative,64392,Female,India,German
Jason Patterson,738-17-1939,Administrative,44539,Male,USA,
Maria Evans,506-91-1949,IT,115737,Male,India,Spanish
Richard Estrada,849-93-1803,Operations,50160,Female,India,
Kimberly Gilmore,487-14-0958,Operations,71706,Female,India,"German, French"
Carl Browning,195-25-2689,Operations,40575,Male,India,"German, Spanish"
Terry Gutierrez,611-63-1516,Sales,99652,Female,Canada,Arabic
Rebecca Soto,379-83-1029,Sales,60954,Female,India,
Alexandria Warren,254-42-1193,Administrative,37467,Female,China,"Chinese, German"
Kirsten Zuniga,893-09-4267,IT,118548,Male,India,Hindi
Alan Norman,674-08-8245,Product,148649,Male,India,"Chinese, Spanish"
Catherine Delgado,524-46-9124,Legal,126681,Male,India,"Spanish, French"
Johnny Duncan,632-39-9030,Product,83747,Male,India,
Jason Snyder,629-40-6082,Legal,81267,Male,India,"German, Spanish"
Renee Thomas,472-46-6269,Product,94745,Male,India,"German, French"
Donna Buchanan,810-13-0622,Operations,50852,Female,India,
Jasmine Howard,730-06-9329,Marketing,57526,Male,China,Chinese
Lisa Phillips,618-38-3802,Product,95779,Male,Mexico,"Spanish, French"
Stephanie Perez,315-29-1779,Product,94064,Female,China,
Shannon Smith,590-29-7872,Marketing,108765,Male,China,"French, Hindi"
Oscar Carter,008-28-9374,Sales,46080,Female,China,
Matthew Smith,766-16-0862,Administrative,49226,Female,India,
Mark Nelson,252-01-2495,Operations,99974,Female,India,
John Hahn,222-94-9095,Product,125819,Male,China,
Michael Galvan,500-27-8381,Marketing,65651,Female,India,Spanish
April Bruce,186-63-6215,Operations,46580,Female,India,French
Rebecca Ortiz,458-20-5768,Operations,85580,Female,India,Arabic
Donald Zuniga,753-92-2903,Marketing,101266,Male,India,
Michael Woodard,356-30-5231,Operations,55190,Female,India,"Arabic, German"
Mark Kelly,604-79-2118,Sales,51317,Male,China,
Amy Miller MD,885-21-3933,Human Resource,44846,Female,India,"Spanish, Arabic"
Kim Sanchez,312-53-8132,Human Resource,50983,Male,India,Hindi
Tiffany Spears,652-95-0005,Product,80845,Female,India,"Hindi, Arabic"
Bryan Powell,474-15-4497,Sales,111412,Male,India,
Gerald Bates,557-81-9716,Sales,53654,Female,India,
Jeffery Gallagher,617-35-4235,Operations,45272,Male,China,
Amber Rojas,284-10-6785,Legal,54306,Female,India,"French, German"
Lisa Thomas,267-35-8737,Product,123244,Male,India,
Rodney Johnson,745-68-4232,Human Resource,67930,Female,India,French
Ronald Howard,402-28-9456,Sales,89432,Female,India,
Lisa Burton,097-99-6939,Operations,47093,Female,India,German
Angel Wilson,041-49-6987,Product,128038,Female,India,
Dawn Fry,643-84-0931,IT,116156,Female,India,Spanish
Steven Salazar,737-56-0409,Product,84803,Female,India,"German, Chinese"
Chelsea Lopez,540-60-2658,Legal,91665,Male,India,"Hindi, Arabic"
Amy Hoover,409-38-1564,Legal,52049,Male,China,"Arabic, French"
Michael Castro,659-32-1857,Product,80547,Male,India,
Edward Chavez,891-04-6521,IT,121797,Female,India,
Jessica Johnson,493-35-9648,Legal,88119,Female,India,
Tracy Moore,080-81-1487,Product,92158,Female,India,Chinese
Logan Robinson,186-02-9681,Sales,63750,Female,India,
Jennifer Gibson,655-83-5320,IT,105184,Male,India,"German, Hindi"
Wayne Fox,679-57-0482,Human Resource,42175,Female,Taiwan,"Hindi, French"
Rhonda Wilson,319-63-2550,Operations,88451,Male,India,
Michael Benton,208-16-9187,Product,129455,Female,India,Hindi
Jillian Robertson,674-65-5689,Product,104376,Male,India,
Kenneth Harper,669-09-8622,Administrative,41948,Male,India,
Steven Sweeney,860-48-3313,Product,82155,Female,India,"Arabic, Hindi"
Sarah Rodriguez,232-18-0929,Administrative,47905,Male,India,
Mitchell Acosta,598-51-5225,Marketing,69181,Female,India,French
John Blevins,103-19-9010,Operations,74934,Male,India,Arabic
Rick Edwards,155-41-0151,Product,127491,Male,India,
Ray Robinson,251-17-5570,Legal,87474,Male,India,
Kristina Miller,003-29-7745,Human Resource,59303,Female,China,"Hindi, Spanish"
Annette Nguyen,241-39-0031,Product,98585,Male,USA,German
James Dominguez,648-84-2960,Administrative,69347,Male,China,"Hindi, German"
Jonathan Henry,062-35-5771,Operations,61048,Female,India,
Stacy Stone,535-51-2216,IT,135034,Female,India,French
Jason Haynes,835-39-0713,Product,102553,Male,India,German
Courtney Murphy,072-17-7312,IT,79586,Male,India,
Robert Brown,815-81-9589,Sales,89447,Male,China,
James Gomez,302-09-9896,Operations,72679,Male,India,"Hindi, Spanish"
Brian Harrell,029-06-5982,Product,129303,Male,India,Chinese
Jeremy Smith,019-88-2755,Administrative,37868,Female,India,Chinese
Jonathan Lewis MD,070-53-4934,Sales,96539,Female,India,"Chinese, German"
Jessica Walters,686-49-8068,Operations,99869,Male,India,
Samuel Thomas,304-61-7375,Operations,52042,Female,India,Hindi
Deborah Brown,490-02-3310,Administrative,63597,Male,India,
James Jordan,022-17-5981,Human Resource,44163,Female,India,"Chinese, Hindi"
Jonathan Leach,497-33-4068,Product,82415,Male,India,
Wendy Andrews,755-18-4625,Administrative,50531,Female,India,
Robert Keller,475-01-4807,Marketing,89049,Male,China,"German, Chinese"
Matthew Jones,205-25-5593,IT,100909,Male,India,Hindi
Jason Nguyen,693-92-5772,Product,130785,Male,India,
Kimberly Murray,065-95-5830,Operations,74363,Male,USA,
Shannon Ingram,289-53-9785,Operations,98742,Female,India,"Arabic, Spanish"
Tammy Ray,287-78-6465,IT,82772,Male,India,
Kaitlin Franklin,595-32-9112,Operations,45261,Female,India,"Chinese, Arabic"
Robert Mayo,694-49-9157,Product,76114,Female,India,"Arabic, French"
David Green,454-51-2978,Product,70261,Female,India,Chinese
Patricia Flores,109-16-9208,Human Resource,42806,Female,China,Spanish
William Henry,313-01-4989,Administrative,64973,Female,India,
Kathy Myers,323-95-4423,Human Resource,71936,Female,India,"Chinese, French"
Daniel Owen,547-49-2013,Operations,69074,Female,India,"German, French"
David Yoder,030-63-5751,Administrative,64609,Female,China,
Kaylee Moreno,158-37-0223,Operations,86331,Male,China,"German, French"
Marcus Stevens,221-14-0458,Operations,95828,Male,India,Arabic
Paula Martin,241-50-9305,Marketing,73810,Female,India,"Hindi, Arabic"
Todd Wilson,108-10-3151,Product,80148,Female,India,
Brad Schwartz,159-02-3207,Product,102371,Female,China,"Arabic, German"
Thomas Rodriguez,710-89-9282,IT,133906,Male,India,"French, Chinese"
Brian Miller,434-10-6407,IT,121740,Female,India,"Spanish, French"
James Bender,549-61-1410,Product,129292,Male,India,Hindi
Jeremiah Knight,409-85-7942,Human Resource,71722,Male,India,
Edwin Smith,879-28-6403,Human Resource,46530,Male,Taiwan,German
Joan Robinson,723-69-8461,Legal,112747,Male,India,
Paul James,474-81-9190,Human Resource,72273,Male,China,
Luis Simmons,892-78-0930,Product,115373,Female,India,"French, Hindi"
Kenneth Green,282-37-2695,Product,145803,Female,India,
Mary Lee,382-50-0886,Legal,51202,Male,India,
Mallory Moran,298-82-9086,Administrative,41882,Female,India,
Christopher Jones,703-83-4067,Product,78494,Male,India,Hindi
Tracy Jones,694-51-6760,Administrative,41746,Female,India,"Hindi, Spanish"
Joseph Yang,438-46-8924,Product,135440,Male,Phillipines,
Katrina Perry,754-30-5757,Product,143810,Female,India,"French, German"
Robert Fox,096-95-1371,Operations,82031,Female,India,"Chinese, Spanish"
John Brown,690-76-8759,Marketing,71641,Male,Mexico,"Arabic, Spanish"
Stephanie Higgins,690-75-1676,Operations,53528,Male,India,"French, Hindi"
Todd Simpson,600-67-7971,Marketing,57425,Female,India,"French, Chinese"
Robert Mcdowell,845-96-9187,Product,129434,Male,India,Spanish
Mrs. Isabel Flores,156-14-5123,Administrative,58412,Male,India,"French, Hindi"
Darryl Hunt,565-18-2767,Product,120650,Female,India,Hindi
Whitney Ramirez,182-05-5917,Product,147322,Female,Mexico,"Spanish, Arabic"
Thomas Sellers,300-90-6545,Administrative,49947,Male,India,German
Gerald Perry,639-43-7753,Marketing,93585,Male,India,
Jared Marshall,689-27-7916,Product,85886,Female,China,
Michael Wilson,778-67-1122,Product,137131,Female,India,"Hindi, French"
Eric Vasquez,050-27-4145,Product,126873,Female,India,Chinese
Alex Pollard,109-03-1496,Operations,69294,Female,India,
Jennifer Adams,377-32-1789,Operations,77032,Male,India,"French, Hindi"
Madeline Schultz,136-16-1889,Sales,88336,Male,USA,
Christopher James,054-83-0623,Sales,73811,Male,China,German
Jorge Sosa,597-62-4192,Human Resource,42823,Female,India,
Michael Miller,040-26-5128,Operations,65985,Male,China,"Hindi, Spanish"
Amanda Bass,808-07-3299,Human Resource,66387,Female,China,"Chinese, French"
John Burgess,879-75-5003,Operations,71154,Male,India,
Michael Humphrey,848-43-9894,Human Resource,46654,Male,India,French
Kevin Scott,899-57-7280,Administrative,36384,Male,India,"Spanish, French"
Erica Berry,644-81-4622,Marketing,51664,Female,India,"Arabic, Chinese"
Derrick Fox,675-34-6485,Administrative,33508,Female,India,
Ashley Schwartz,638-94-3832,Operations,93267,Male,India,
Christina Turner,290-90-0456,Operations,45536,Female,China,"German, Arabic"
Jessica Ellis,518-53-1679,Legal,140592,Male,China,"Chinese, German"
Lindsey Martinez,638-49-5964,Product,106927,Male,India,"Chinese, French"
Veronica Doyle,354-47-9774,Operations,45107,Male,India,Arabic
Courtney Brown,692-27-7320,Administrative,53412,Male,India,
Erica Smith,421-70-5190,Human Resource,89230,Male,China,French
Patrick Fowler,356-42-1504,Operations,82596,Male,USA,French
Mrs. Leslie Weeks,547-85-9427,Legal,73449,Male,India,Spanish
Ms. Amanda Salazar,849-09-9383,Human Resource,67267,Female,India,"Hindi, German"
Stephen Rodriguez,450-10-9544,IT,106897,Male,India,"German, Arabic"
Sheri Hall,335-11-7997,Operations,85667,Male,India,
Anthony Cole,891-69-2570,Product,109815,Female,India,Hindi
Marie Flores,165-84-7261,Operations,78620,Male,India,"Arabic, Hindi"
Richard Morgan,502-90-1009,Finance,76584,Male,India,French
Alyssa Smith,251-12-0618,Human Resource,47479,Female,India,"Chinese, French"
Alyssa Davis,034-24-6877,Product,141738,Male,India,Chinese
Melissa Perez,128-51-5133,Product,97218,Female,India,"German, French"
Meghan Pennington,576-56-3597,Legal,105762,Male,India,"Arabic, German"
Samantha Bryant,876-33-6082,Product,148850,Male,India,Hindi
Matthew Ferrell,720-27-4128,Product,84479,Female,China,
Brian Collins,686-82-1786,Operations,48124,Female,Phillipines,
Tonya Robbins,409-99-3353,Operations,95400,Male,India,German
Andrea Montoya,506-11-3202,Legal,126539,Female,India,"French, Chinese"
Caitlin Porter,527-95-1500,Product,128517,Male,India,"Hindi, Chinese"
Stephanie Fisher,511-71-5005,Legal,55848,Male,Phillipines,
Mr. Mark Barron,531-86-6475,Marketing,60877,Male,India,"German, Arabic"
Ryan Johnson,561-01-0619,IT,72694,Female,India,"Hindi, French"
Jessica Wheeler,178-15-6386,Marketing,105426,Male,China,"Hindi, German"
Kenneth Davis,209-72-9234,Sales,45848,Female,China,"Hindi, German"
Ryan Barnes,241-56-5048,Operations,66072,Male,India,"Spanish, Arabic"
Patricia Smith,257-60-5633,Operations,61996,Female,India,"French, Hindi"
Gabriella Heath,433-51-1209,Operations,52826,Female,India,"Chinese, French"
Nicole Trujillo,490-07-2061,Marketing,55508,Male,India,
Scott Hammond,439-95-0396,Sales,107134,Female,India,
Jerry Brown,279-19-1484,Product,109207,Male,India,
Maria Morris,464-25-3854,Human Resource,53640,Male,India,"Arabic, Spanish"
Virginia Porter,875-68-0534,Operations,71584,Male,India,German
Michael Li,182-89-8423,Sales,45388,Male,India,"French, German"
Charlene Grant,288-87-4319,Finance,63043,Female,India,"Spanish, Arabic"
Allen Silva,165-40-0609,Human Resource,66579,Female,India,Spanish
Kari Long,232-21-4065,Human Resource,70264,Male,India,
Patrick Decker,644-20-4909,Product,139179,Male,India,"Chinese, German"
David Shaw,736-21-9684,Administrative,35337,Female,India,"German, French"
Jackie Moore,899-57-4002,IT,135442,Female,China,"Chinese, Spanish"
Valerie Dean,053-40-2835,Product,116702,Female,India,Hindi
Michael Moses,044-57-5779,Marketing,75377,Male,India,"Arabic, French"
Andrea Jennings,366-50-2990,Finance,81336,Female,India,
Mary Davis,362-21-9743,Administrative,51690,Female,India,"French, Spanish"
Jaclyn Day,523-79-5078,Operations,86817,Male,India,"Chinese, Spanish"
Dylan Nash,064-76-4855,Product,136417,Female,India,"German, Hindi"
Matthew Sanchez,596-75-3774,Administrative,69100,Female,South Korea,Hindi
Elizabeth Hunt,470-27-7295,Sales,119531,Female,India,French
Jacqueline Miller,705-93-3960,Operations,68002,Female,Mexico,Arabic
Sean Wyatt,373-24-0397,Sales,102895,Male,India,"French, Hindi"
Annette Shepherd,707-65-7954,Administrative,38292,Male,India,"German, Arabic"
Andrew French,650-88-5405,Legal,96649,Male,India,German
Mark Jacobson,589-09-7726,Product,76039,Male,India,
Brian Griffin,508-98-4378,IT,76059,Male,India,French
Dawn Smith,189-97-9298,Human Resource,61860,Male,Mexico,
Erin Shea,535-81-7565,Product,138536,Male,China,French
Kimberly Rodriguez,191-54-2294,Marketing,84210,Male,India,
Jessica Krueger,403-03-9659,Sales,62877,Female,India,
Catherine Gray,744-83-5175,Marketing,56308,Male,India,"French, Spanish"
Ronald Dixon,766-90-0309,Sales,78342,Female,India,Chinese
Sean Jimenez,785-64-6585,Operations,98426,Female,India,"Chinese, German"
Bruce Adams,154-93-4333,Marketing,60510,Female,India,"German, Arabic"
Frank Shaw,554-51-6402,Administrative,44273,Female,India,"Arabic, German"
Diane Mcdaniel,403-66-9599,IT,64013,Male,India,French
Tracy Daniels,529-52-5460,IT,137727,Female,India,Spanish
James Richards,662-63-3355,IT,122247,Female,China,Chinese
Brittany Wilkerson,253-11-5133,Sales,82373,Female,India,"Spanish, Arabic"
Jeffrey Hatfield,368-62-5944,Product,147531,Female,India,Hindi
Miguel Wood,204-48-5706,Marketing,103010,Female,India,
Brian Rose,183-49-9164,Operations,91715,Female,India,
Joseph Lee,801-65-8701,Marketing,82947,Male,India,
Vincent Russell,013-87-9814,Product,79213,Male,India,"Spanish, French"
Anthony Jackson,340-77-3872,Operations,98868,Male,China,
Donald Fuller,480-19-9384,Operations,63528,Male,India,
Jimmy Brown,464-31-3866,Administrative,38006,Female,India,"French, Hindi"
Kayla Raymond,489-91-9887,IT,95850,Male,India,
Amy Garcia,745-16-5748,Product,126883,Male,India,"Spanish, German"
David Daniels,022-24-0579,IT,87453,Female,India,
Hannah Cuevas,770-22-1462,IT,135819,Male,India,"French, Chinese"
Joanna Jones,366-01-9779,Human Resource,70457,Male,India,"German, French"
Melinda Myers,567-86-0116,Operations,40734,Female,China,
James Parker,647-84-2360,Marketing,79804,Female,India,"German, French"
Deanna Briggs,463-47-0412,Operations,88560,Female,India,"Arabic, Spanish"
Julie Grant,490-77-7557,Sales,117438,Male,India,"Chinese, French"
